Gene,SRR6408410,SRR6408239,SRR6408314
gene-MNS1,247.0,74.0,73.0
gene-ZNF280D,133.56521739130434,17.782608695652176,132.52173913043478
gene-TCF12,359.5357142857143,100.39285714285714,616.5
gene-CGNL1,8.625,2.0,2.0
gene-GCOM1,227.0,33.0,1519.0
gene-MYZAP,1.0,2.0,1.0
gene-POLR2M,226.0,31.0,1518.0
gene-ALDH1A2,45.75,1.75,0.0
gene-AQP9,2.0,0.0,0.0
gene-LIPC,2.4285714285714284,2.0,1.0
gene-ADAM10,513.3333333333334,102.0,1291.3333333333333
gene-MINDY2,7.363636363636363,70.0909090909091,71.18181818181819
gene-SLTM,2209.4444444444443,250.94444444444446,908.6111111111111
gene-RNF111,891.0526315789474,79.21052631578948,447.8421052631579
gene-CCNB2,2975.0,185.0,1946.0
gene-MYO1E,39.0,138.0,338.0
gene-LDHAL6B,0.0,0.0,0.0
gene-FAM81A,327.9,4.9,310.4
gene-GCNT3,1.0,0.0,0.0
gene-GTF2A2,1638.0,91.66666666666667,1310.0
gene-BNIP2,1344.25,153.625,1956.5
gene-FOXB1,0.0,0.0,0.0
gene-ANXA2,9170.111111111111,957.7777777777778,2536.0
gene-ICE2,549.6,17.5,274.4
gene-RORA,78.5,31.75,53.0
gene-VPS13C,231.33333333333334,7.0,150.16666666666666
gene-C2CD4A,0.0,0.0,0.0
gene-C2CD4B,0.0,0.0,0.0
gene-TLN2,100.06666666666666,56.6,91.46666666666667
gene-TPM1,187.90322580645162,119.6774193548387,140.32258064516128
gene-LACTB,65.0,143.66666666666666,61.333333333333336
gene-RPS27L,418.0,116.0,522.0
gene-RAB8B,13.333333333333334,16.666666666666668,640.3333333333334
gene-APH1B,0.0,0.0,120.0
gene-CA12,2.0,0.0,1.0
gene-USP3,332.625,41.25,73.875
gene-FBXL22,0.0,0.75,0.0
gene-HERC1,68.0,35.77777777777778,471.77777777777777
gene-DAPK2,2.8,1.8,0.0
gene-CIAO2A,1461.0,232.0,2750.0
gene-SNX1,2505.0,194.0,847.0
gene-SNX22,8081.333333333333,1873.3333333333333,2434.0
gene-PPIB,19039.0,3600.0,5637.0
gene-CSNK1G1,11.0,40.0,171.0
gene-PCLAF,1061.0,55.0,490.0
gene-TRIP4,523.0,42.0,283.0
gene-ZNF609,782.5,95.0,415.0
gene-OAZ2,2140.0,55.0,1324.0
gene-RBPMS2,2.0,0.0,174.0
gene-PIF1,2.0,8.0,0.0
gene-PLEKHO2,191.0,30.0,88.0
gene-ANKDD1A,210.0,72.0,82.0
gene-SPG21,1358.5,34.0,1520.0
gene-MTFMT,656.0,26.0,474.5
gene-SLC51B,0.0,0.0,0.0
gene-RASL12,0.0,0.0,0.0
gene-KBTBD13,0.0,0.0,0.0
gene-UBAP1L,47.0,0.0,54.0
gene-PDCD7,597.0,170.0,168.0
gene-CLPX,387.5,2.0,865.5
gene-CILP,0.0,0.0,0.0
gene-PARP16,1.6153846153846154,1.0769230769230769,246.84615384615384
gene-IGDCC3,1.0,1.0,1.0
gene-IGDCC4,2.0,1.0,1.0
gene-DPP8,184.54545454545453,53.04545454545455,343.95454545454544
gene-HACD3,2672.0,154.5,1181.0
gene-INTS14,742.0,92.0,444.0
gene-SLC24A1,5.526315789473684,0.0,157.6315789473684
gene-DENND4A,436.35714285714283,85.78571428571429,150.78571428571428
gene-RAB11A,2735.0,65.0,2156.0
gene-MEGF11,9.076923076923077,9.615384615384615,18.23076923076923
gene-DIS3L,185.57142857142858,31.928571428571427,191.35714285714286
gene-TIPIN,263.8333333333333,29.75,597.75
gene-MAP2K1,149.8,53.4,204.6
gene-SNAPC5,1036.5,79.25,408.25
gene-RPL4,7503.0,674.0,3322.0
gene-ZWILCH,866.0,56.0,874.0
gene-LCTL,56.5,4.5,132.5
gene-SMAD6,0.0,0.0,0.0
gene-SMAD3,7.5,21.833333333333332,115.5
gene-AAGAB,116.83333333333333,4.0,77.0
gene-IQCH,70.9090909090909,5.7272727272727275,112.27272727272727
gene-C15orf61,395.0,89.0,463.0
gene-MAP2K5,9.428571428571429,3.2857142857142856,17.142857142857142
gene-SKOR1,0.0,0.0,0.0
gene-PIAS1,673.6666666666666,140.55555555555554,351.8888888888889
gene-CALML4,33.0,10.0,72.0
gene-CLN6,72.0,15.0,130.0
gene-FEM1B,207.0,26.0,416.0
gene-ITGA11,1.0,1.3333333333333333,1.0
gene-CORO2B,9.0,1.0,4.4
gene-ANP32A,1092.0,71.0,410.0
gene-NOX5,1.0,0.6666666666666666,1.3333333333333333
gene-SPESP1,0.0,0.0,0.0
gene-GLCE,13.25,1.625,97.875
gene-PAQR5,51.8125,12.0,1.375
gene-KIF23,976.25,134.91666666666666,891.75
gene-RPLP1,6367.0,3518.0,2659.0
gene-TLE3,175.63636363636363,0.9090909090909091,106.27272727272727
gene-UACA,368.0,54.5,341.375
gene-LARP6,380.3333333333333,24.333333333333332,82.33333333333333
gene-LRRC49,22.2,2.6,5.3
gene-THAP10,72.0,5.0,10.0
gene-THSD4,1572.4,108.5,914.7
gene-NR2E3,0.5,0.0,0.0
gene-MYO9A,24.466666666666665,19.6,57.266666666666666
gene-SENP8,3.4285714285714284,1.0,47.42857142857143
gene-GRAMD2A,0.0,0.0,0.0
gene-PKM,19540.923076923078,2783.0,8673.538461538461
gene-PARP6,744.2,36.7,332.8
gene-CELF6,0.0,0.6666666666666666,0.0
gene-HEXA,2911.0,354.0,1991.0
gene-TMEM202,0.0,1.0,1.0
gene-ARIH1,332.0,36.0,200.0
gene-LOC112268145,63.0,35.0,44.0
gene-GOLGA6B,0.0,0.0,0.0
gene-HIGD2B,3.4285714285714284,0.0,0.0
gene-BBS4,852.0,2.0,76.0
gene-ADPGK,1320.5,9.3,220.3
gene-NEO1,23.0,1.0,23.0
gene-HCN4,2.0,0.0,0.0
gene-REC114,2.0,0.0,1.0
gene-NPTN,1156.0,56.42857142857143,946.0
gene-CD276,272.0,10.0,765.4285714285714
gene-INSYN1,0.0,0.0,0.0
gene-TBC1D21,10.0,2.0,3.0
gene-LOXL1,0.6666666666666666,1.3333333333333333,0.0
gene-STOML1,0.0,0.0,0.0
gene-PML,298.55555555555554,88.44444444444444,69.11111111111111
gene-GOLGA6A,0.0,0.0,0.0
gene-ISLR2,3.3846153846153846,0.0,0.0
gene-ISLR,0.0,0.0,0.0
gene-STRA6,0.0,0.0,0.0
gene-CCDC33,0.0,0.0,2.75
gene-CYP11A1,8.0,0.0,3.0
gene-SEMA7A,3.0,0.0,22.666666666666668
gene-UBL7,2394.0,161.0,873.0
gene-ARID3B,82.0,2.0,17.0
gene-LOC102723750,0.0,0.0,0.0
gene-CLK3,3226.0,221.0,617.0
gene-EDC3,639.8888888888889,86.44444444444444,371.3333333333333
gene-CYP1A1,5.0,25.0,0.0
gene-CYP1A2,0.0,0.0,0.0
gene-CSK,43.666666666666664,139.0,155.33333333333334
gene-LMAN1L,0.0,1.0,0.0
gene-CPLX3,0.0,0.0,0.0
gene-ULK3,180.0,157.0,349.5
gene-SCAMP2,1622.0,182.66666666666666,864.0
gene-MPI,1170.142857142857,54.142857142857146,946.1428571428571
gene-FAM219B,23.0,10.0,385.0
gene-COX5A,6327.0,357.0,2447.0
gene-RPP25,535.0,259.0,672.0
gene-SCAMP5,27.285714285714285,0.0,0.0
gene-PPCDC,323.1818181818182,81.0,67.63636363636364
gene-C15orf39,31.0,37.0,39.0
gene-LOC105376731,0.0,0.0,0.0
gene-GOLGA6C,0.0,0.0,0.0
gene-GOLGA6D,0.0,0.0,0.0
gene-COMMD4,2413.625,1230.25,1423.75
gene-NEIL1,6.7,1.9,0.0
gene-MAN2C1,283.0,20.0,9.0
gene-SIN3A,530.0,21.0,83.85714285714286
gene-PTPN9,9.0,21.0,396.0
gene-SNUPN,784.0,29.0,386.0
gene-IMP3,2227.0,463.0,1166.0
gene-SNX33,71.0,44.0,93.0
gene-CSPG4,280.0,26.0,214.0
gene-ODF3L1,0.0,0.0,0.0
gene-UBE2Q2,162.0,11.666666666666666,454.8333333333333
gene-FBXO22,429.3333333333333,76.0,690.3333333333334
gene-NRG4,62.4,5.2,20.333333333333332
gene-TMEM266,5.0,5.0,3.0
gene-ETFA,6336.0,210.0,2203.0
gene-ISL2,0.0,0.0,0.0
gene-SCAPER,44.48148148148148,14.592592592592593,32.77777777777778
gene-RCN2,1529.0,107.0,2215.0
gene-PSTPIP1,0.9166666666666666,0.9166666666666666,0.0
gene-TSPAN3,9983.75,186.5,5599.5
gene-PEAK1,216.11111111111111,68.4074074074074,139.59259259259258
gene-HMG20A,322.0,93.5,353.0
gene-LINGO1,1664.0,500.0,2347.0
gene-TBC1D2B,251.0,2.0,13.0
gene-SH2D7,0.0,0.0,0.0
gene-CIB2,322.57142857142856,2.0,185.71428571428572
gene-IDH3A,2691.0,57.0,2573.0
gene-ACSBG1,724.1666666666666,19.333333333333332,1043.8333333333333
gene-DNAJA4,168.0,34.4,0.0
gene-WDR61,2885.0,110.4,1588.6
gene-CRABP1,0.0,0.0,0.0
gene-IREB2,252.8,9.0,467.4
gene-HYKK,1.0,0.0,0.0
gene-PSMA4,4707.333333333333,251.33333333333334,3490.5
gene-CHRNA5,235.0,0.0,92.0
gene-CHRNA3,6.666666666666667,3.0,18.0
gene-CHRNB4,0.16666666666666666,0.16666666666666666,2.8333333333333335
gene-ADAMTS7,0.0,0.6666666666666666,0.0
gene-MORF4L1,1851.0,118.0,1951.0
gene-CTSH,1823.4444444444443,259.44444444444446,687.3333333333334
gene-RASGRF1,230.4,1.6,3.9
gene-ANKRD34C,0.0,0.0,0.0
gene-TMED3,3058.0,748.5,1282.0
gene-MINAR1,0.6666666666666666,0.0,0.8333333333333334
gene-ST20-MTHFS,1015.0,144.0,517.0
gene-MTHFS,894.0,91.5,433.5
gene-BCL2A1,513.0,0.0,315.0
gene-ZFAND6,817.05,67.25,713.55
gene-FAH,4034.3333333333335,89.0,853.3333333333334
gene-CTXND1,80.0,0.0,0.0
gene-ARNT2,378.0,5.0,456.0
gene-ABHD17C,239.0,50.0,91.0
gene-CEMIP,0.75,0.75,2.25
gene-MESD,2719.0,108.0,764.0
gene-TLNRD1,83.0,4.0,109.0
gene-CFAP161,0.5,0.75,0.75
gene-IL16,435.8333333333333,24.166666666666668,29.833333333333332
gene-STARD5,187.0,0.0,3.0
gene-TMC3,85.0,0.0,0.0
gene-MEX3B,0.0,0.0,0.0
gene-EFL1,3.0,13.0,102.83333333333333
gene-SAXO2,1.6363636363636365,0.0,7.818181818181818
gene-GOLGA6L10,1.0,0.0,7.0
gene-GOLGA6L9,5.0,0.0,18.0
gene-RPS17,1447.0,135.0,392.0
gene-CPEB1,231.0,15.882352941176471,102.58823529411765
gene-AP3B2,180.2,18.4,98.0
gene-FSD2,46.0,6.625,20.125
gene-WHAMM,5.0,0.0,17.666666666666668
gene-HOMER2,2.0,1.6,88.6
gene-RAMAC,428.0,36.0,418.0
gene-C15orf40,546.7777777777778,77.0,291.0
gene-BTBD1,1633.0,39.0,2392.0
gene-TM6SF1,13.31578947368421,44.0,21.68421052631579
gene-HDGFL3,223.0,62.0,344.0
gene-BNC1,0.0,0.0,1.5
gene-SH3GL3,2.0,3.642857142857143,2.0
gene-ADAMTSL3,6.888888888888889,2.0,0.7777777777777778
gene-GOLGA6L4,0.6666666666666666,0.0,4.333333333333333
gene-ZSCAN2,505.0,54.0,212.875
gene-WDR73,451.0,0.0,505.0
gene-NMB,220.33333333333334,0.0,150.0
gene-SEC11A,1878.0,158.0,1004.0
gene-ZNF592,64.33333333333333,0.0,77.0
gene-ALPK3,2.0,0.0,0.0
gene-SLC28A1,1.76,1.76,1.84
gene-PDE8A,633.9,77.1,95.5
gene-GOLGA6L3,0.0,0.0,0.0
gene-AKAP13,383.3333333333333,172.0,223.66666666666666
gene-KLHL25,39.0,1.0,11.0
gene-AGBL1,18.333333333333332,14.222222222222221,12.333333333333334
gene-NTRK3,7.516129032258065,6.032258064516129,6.516129032258065
gene-MRPL46,2091.0,101.0,870.0
gene-MRPS11,1463.5714285714287,323.42857142857144,756.7142857142857
gene-DET1,6.0,12.0,6.0
gene-AEN,189.0,79.0,144.0
gene-ISG20,1062.8181818181818,122.81818181818181,422.54545454545456
gene-ACAN,1.0,0.0,0.0
gene-HAPLN3,1.0,0.0,117.0
gene-MFGE8,270.7142857142857,120.0,24.714285714285715
gene-ABHD2,1681.0,49.6,587.4
gene-RLBP1,1405.0,2.0,1158.6666666666667
gene-FANCI,2068.0,22.0,831.0
gene-POLG,394.0,166.0,82.0
gene-RHCG,0.0,0.0,0.0
gene-TICRR,5.0,0.0,208.5
gene-KIF7,78.0,1.0,0.0
gene-PLIN1,0.6666666666666666,0.0,0.0
gene-PEX11A,1.0,1.0,0.0
gene-WDR93,4.875,0.8125,8.9375
gene-MESP1,0.0,0.0,0.0
gene-MESP2,0.0,0.0,0.0
gene-ANPEP,3.0,0.0,0.0
gene-ARPIN-AP3S2,1144.0,106.0,1026.0
gene-AP3S2,1042.0,22.0,952.0
gene-ARPIN,92.5,78.0,70.0
gene-ZNF710,1.5,0.0,2.75
gene-IDH2,1636.6666666666667,362.6666666666667,313.3333333333333
gene-SEMA4B,14.375,1.0,2.0
gene-CIB1,2280.0,551.0,677.6666666666666
gene-GDPGP1,2.0,4.0,1.0
gene-NGRN,2860.0,173.0,1805.0
gene-ZNF774,0.0,0.0,0.0
gene-IQGAP1,839.0,108.0,1172.0
gene-CRTC3,1333.0,137.33333333333334,625.6666666666666
gene-BLM,43.857142857142854,32.0,24.571428571428573
gene-FURIN,274.0,33.0,385.7142857142857
gene-FES,167.0,0.0,66.0
gene-MAN2A2,47.333333333333336,2.0,107.5
gene-HDDC3,65.0,1.0,86.0
gene-UNC45A,576.6666666666666,2.3333333333333335,521.6666666666666
gene-RCCD1,52.0,0.0,79.0
gene-PRC1,2347.6666666666665,261.44444444444446,1374.3333333333333
gene-VPS33B,403.5,0.875,139.625
gene-SV2B,8.857142857142858,4.785714285714286,4.142857142857143
gene-SLCO3A1,312.0,30.0,44.4
gene-ST8SIA2,8.333333333333334,0.0,1.0
gene-FAM174B,4.0,0.0,87.0
gene-CHD2,46.0,65.0,115.0
gene-RGMA,0.6666666666666666,1.0,0.6666666666666666
gene-LOC105370980,0.0,0.0,0.0
gene-MCTP2,69.71428571428571,11.476190476190476,16.904761904761905
gene-NR2F2,444.0,34.5,440.5
gene-ARRDC4,386.0,40.0,319.0
gene-FAM169B,5.0,1.0,0.0
gene-IGF1R,385.8888888888889,208.0,142.44444444444446
gene-PGPEP1L,2.0,1.0,0.0
gene-SYNM,1.0,0.0,12.0
gene-TTC23,4.0,38.93333333333333,104.73333333333333
gene-LRRC28,1839.076923076923,226.23076923076923,1221.5384615384614
gene-MEF2A,176.0731707317073,91.90243902439025,225.8780487804878
gene-LYSMD4,73.41176470588235,15.588235294117647,2.3529411764705883
gene-ADAMTS17,189.33333333333334,8.333333333333334,113.66666666666667
gene-CERS3,4.0,0.0,6.454545454545454
gene-LINS1,223.77777777777777,11.444444444444445,190.11111111111111
gene-ASB7,213.0,5.0,138.5
gene-ALDH1A3,254.0,2.0,134.0
gene-LRRK1,73.72727272727273,1.1818181818181819,45.09090909090909
gene-CHSY1,305.0,23.8,178.0
gene-SELENOS,728.0,302.0,680.5
gene-SNRPA1,829.0,164.0,473.0
gene-PCSK6,1.0,10.0,298.0
gene-TM2D3,835.0,104.0,1018.0
gene-TARS3,23.0,11.0,8.5
gene-OR4F6,0.0,0.0,0.0
gene-OR4F15,0.0,4.0,0.0
gene-OR4F4,0.0,0.0,0.0
gene-LOC102723502,0.0,0.0,0.0
gene-LOC102723532,0.6666666666666666,0.0,0.6666666666666666
gene-POLR3K,3577.0,169.0,1843.0
gene-SNRNP25,3791.0,272.0,1727.0
gene-RHBDF1,56.57142857142857,0.0,158.42857142857142
gene-MPG,1728.5,674.25,1272.75
gene-NPRL3,911.0,390.0,870.0
gene-HBZ,0.0,0.0,0.0
gene-HBM,0.0,0.0,0.0
gene-HBA2,0.0,0.0,0.0
gene-HBA1,0.0,0.0,0.0
gene-HBQ1,20.0,0.0,0.0
gene-LUC7L,245.0,92.0,71.0
gene-FAM234A,743.0769230769231,14.0,178.07692307692307
gene-RGS11,0.0,0.0,0.0
gene-ARHGDIG,0.0,0.0,0.0
gene-PDIA2,0.0,0.0,0.0
gene-AXIN1,39.3,80.4,7.9
gene-MRPL28,1201.6666666666667,688.0,998.0
gene-PGAP6,173.0,21.0,556.0
gene-NME4,2278.4285714285716,1189.2857142857142,1829.2857142857142
gene-DECR2,0.0,1.0,45.0
gene-RAB11FIP3,144.5,31.9,18.0
gene-CAPN15,28.0,39.0,0.0
gene-PRR35,0.0,0.0,0.0
gene-LOC107987233,0.0,0.0,0.0
gene-NHLRC4,0.0,0.0,0.0
gene-PIGQ,1.0,0.0,41.0
gene-RAB40C,12.0,91.0,27.0
gene-WFIKKN1,0.0,0.0,0.0
gene-METTL26,1115.0,736.25,440.25
gene-MCRIP2,434.0,504.0,209.0
gene-WDR90,0.0,0.0,0.0
gene-RHOT2,452.0,289.0,135.0
gene-RHBDL1,0.0,0.0,0.0
gene-STUB1,3970.0,1644.0,1697.0
gene-JMJD8,2537.0,632.0,1172.0
gene-WDR24,0.0,0.0,4.0
gene-FBXL16,47.0,1.0,2.0
gene-METRN,134.0,31.0,17.0
gene-ANTKMT,682.0,111.0,126.0
gene-CCDC78,9.461538461538462,0.0,3.0
gene-HAGHL,449.6666666666667,442.44444444444446,259.77777777777777
gene-CIAO3,10.0,416.0,98.0
gene-MSLN,0.0,0.0,0.0
gene-RPUSD1,490.3333333333333,410.4166666666667,278.5833333333333
gene-CHTF18,6.875,0.0,96.0
gene-GNG13,0.0,0.0,3.0
gene-PRR25,2.0,0.0,1.0
gene-LMF1,176.5,2.0,31.5
gene-LOC107984876,0.0,0.0,0.0
gene-SOX8,73.0,0.0,8.0
gene-SSTR5,0.0,0.0,0.0
gene-C1QTNF8,0.0,0.0,0.0
gene-CACNA1H,0.0,44.84615384615385,0.9230769230769231
gene-TPSG1,0.0,0.0,0.0
gene-TPSB2,0.0,0.0,0.0
gene-TPSAB1,0.0,0.0,0.0
gene-TPSD1,0.0,0.0,0.0
gene-UBE2I,411.6,135.5,237.5
gene-BAIAP3,347.0,93.0,191.0
gene-TSR3,1671.0,1063.0,920.0
gene-GNPTG,415.6666666666667,550.0,80.0
gene-UNKL,41.083333333333336,32.75,6.833333333333333
gene-C16orf91,423.0,91.0,326.0
gene-PERCC1,0.0,0.0,0.0
gene-CCDC154,0.0,1.0,0.0
gene-CLCN7,303.0,224.0,1314.0
gene-PTX4,0.0,0.0,0.0
gene-TELO2,7.0,0.0,2.25
gene-IFT140,1.8461538461538463,73.0,0.8461538461538461
gene-TMEM204,0.0,0.0,0.0
gene-CRAMP1,0.0,9.0,51.0
gene-JPT2,46.0,7.0,276.0
gene-MAPK8IP3,111.82352941176471,9.764705882352942,31.647058823529413
gene-NME3,329.0,333.0,101.0
gene-MRPS34,3598.0,1247.0,1441.0
gene-EME2,0.0,0.0,0.0
gene-SPSB3,115.33333333333333,191.66666666666666,110.33333333333333
gene-NUBP2,947.0,219.33333333333334,388.1111111111111
gene-IGFALS,0.0,0.0,0.0
gene-HAGH,551.0,222.14285714285714,148.57142857142858
gene-FAHD1,422.6666666666667,343.6666666666667,905.6666666666666
gene-MEIOB,9.0,6.0,2.0
gene-HS3ST6,0.0,0.0,0.0
gene-MSRB1,1300.0,96.0,701.0
gene-RPL3L,7.5,0.0,0.0
gene-NDUFB10,6407.0,752.0,1919.0
gene-RPS2,9956.0,3628.0,3220.0
gene-RNF151,0.0,0.0,0.0
gene-TBL3,661.0,144.0,102.0
gene-NOXO1,57.285714285714285,0.0,0.0
gene-GFER,185.0,56.0,158.0
gene-SYNGR3,0.0,0.0,82.0
gene-ZNF598,94.0,70.0,5.0
gene-NPW,0.0,0.0,0.0
gene-SLC9A3R2,10.2,1.0,7.0
gene-NTHL1,1608.0,439.0,290.0
gene-TSC2,47.05263157894737,90.52631578947368,37.421052631578945
gene-PKD1,14.6,22.4,4.1
gene-RAB26,0.0,152.0,0.0
gene-TRAF7,994.0,170.0,125.0
gene-CASKIN1,57.0,2.0,3.0
gene-MLST8,1258.1875,274.25,916.1875
gene-BRICD5,30.0,13.0,65.0
gene-PGP,1801.0,449.0,868.0
gene-E4F1,277.0,478.0,7.0
gene-DNASE1L2,0.0,0.0,0.0
gene-ECI1,1212.0,332.0,658.0
gene-RNPS1,4594.714285714285,1054.142857142857,1841.2857142857142
gene-ABCA3,660.0,250.0,232.0
gene-CCNF,1.0,21.0,10.0
gene-TEDC2,2.0,0.0,45.0
gene-NTN3,0.0,0.0,0.0
gene-TBC1D24,1.0,9.0,101.0
gene-ATP6V0C,1340.0,789.0,593.0
gene-AMDHD2,491.0,180.625,477.875
gene-CEMP1,0.0,33.0,0.0
gene-PDPK1,41.785714285714285,190.71428571428572,162.57142857142858
gene-KCTD5,637.0,157.0,532.0
gene-PRSS27,40.666666666666664,0.6666666666666666,0.6666666666666666
gene-SRRM2,377.0,898.0,1334.3333333333333
gene-ELOB,2659.0,1682.0,1043.0
gene-PRSS33,0.0,0.0,1.0
gene-PRSS41,0.0,0.0,0.0
gene-PRSS21,0.0,0.0,0.0
gene-ZG16B,0.0,0.0,0.0
gene-PRSS22,0.0,0.0,0.0
gene-FLYWCH2,240.0,186.0,125.0
gene-FLYWCH1,274.72727272727275,139.1818181818182,15.909090909090908
gene-KREMEN2,0.0,80.0,43.0
gene-PAQR4,137.0,206.0,550.0
gene-PKMYT1,649.5,63.0,162.875
gene-CLDN9,0.0,0.0,0.0
gene-CLDN6,0.0,0.0,0.0
gene-TNFRSF12A,807.0,2838.0,544.0
gene-HCFC1R1,216.8,136.8,116.9
gene-THOC6,675.0,704.0,28.0
gene-BICDL2,5.5,6.5,0.0
gene-MMP25,0.0,0.0,0.0
gene-IL32,0.0,0.0,1.0
gene-ZSCAN10,0.0,0.0,1.0
gene-ZNF205,145.75,0.0,0.0
gene-ZNF213,96.0,5.333333333333333,0.0
gene-OR1F1,0.0,0.0,0.0
gene-ZNF200,155.11111111111111,0.0,35.333333333333336
gene-MEFV,0.0,0.0,0.0
gene-ZNF263,38.42857142857143,13.857142857142858,1.0
gene-TIGD7,123.0,50.0,0.0
gene-ZNF75A,39.416666666666664,11.416666666666666,18.333333333333332
gene-OR2C1,0.0,0.0,0.0
gene-MTRNR2L4,2.0,0.0,1.0
gene-ZSCAN32,152.875,2.0,3.875
gene-ZNF174,212.2,1.0,55.2
gene-ZNF597,0.0,2.0,0.0
gene-NAA60,445.22222222222223,144.0,228.0
gene-C16orf90,128.33333333333334,137.33333333333334,55.5
gene-CLUAP1,369.8,25.8,237.2
gene-NLRC3,8.0,3.0,2.0
gene-SLX4,26.25,12.75,3.0
gene-DNASE1,855.4117647058823,246.23529411764707,569.7647058823529
gene-TRAP1,3071.3333333333335,867.0,2458.6666666666665
gene-CREBBP,42.875,30.125,77.125
gene-ADCY9,19.0,35.333333333333336,34.0
gene-SRL,3.8333333333333335,1.0,0.8333333333333334
gene-LOC105371063,0.0,1.0,1.0
gene-TFAP4,0.3333333333333333,0.0,9.666666666666666
gene-GLIS2,0.0,4.0,1.0
gene-CORO7-PAM16,518.0,387.0,313.0
gene-PAM16,432.0,186.0,254.0
gene-CORO7,85.0,200.0,59.0
gene-VASN,0.0,0.0,0.0
gene-DNAJA3,610.0,130.0,1160.0
gene-NMRAL1,514.25,91.75,76.0
gene-HMOX2,2128.3846153846152,307.0,527.7692307692307
gene-CDIP1,196.0,18.0,173.5
gene-C16orf96,333.0,19.25,292.75
gene-UBALD1,64.0,20.0,41.0
gene-MGRN1,143.0,63.0,169.0
gene-NUDT16L1,955.0,271.85714285714283,475.7142857142857
gene-ANKS3,0.0,92.25,10.875
gene-C16orf71,0.0,9.0,0.0
gene-ZNF500,259.0,10.5,111.0
gene-SEPTIN12,1.0,0.0,0.0
gene-SMIM22,0.0,0.0,0.0
gene-ROGDI,43.0,0.0,14.0
gene-GLYR1,165.5,82.75,55.75
gene-UBN1,323.25,78.75,133.25
gene-PPL,1.0,4.0,13.0
gene-SEC14L5,23.0,17.0,6.0
gene-NAGPA,228.0,344.0,549.0
gene-C16orf89,4.0,2.0,7.571428571428571
gene-ALG1,773.75,55.5,597.0
gene-EEF2KMT,1179.0,360.0,430.0
gene-RBFOX1,141.05769230769232,55.17307692307692,117.0576923076923
gene-TMEM114,0.0,0.0,0.0
gene-METTL22,786.8,108.2,28.4
gene-ABAT,41.4,1.2,3.0
gene-TMEM186,299.0,0.0,51.0
gene-PMM2,317.0,76.0,192.0
gene-CARHSP1,896.1666666666666,82.66666666666667,336.0833333333333
gene-LITAFD,0.0,0.0,0.0
gene-USP7,171.16666666666666,109.0,571.6666666666666
gene-C16orf72,70.5,29.5,354.0
gene-GRIN2A,69.0,27.0,40.57142857142857
gene-ATF7IP2,74.76923076923077,9.923076923076923,100.07692307692308
gene-EMP2,2036.5,148.0,260.0
gene-TEKT5,1.0,1.0,2.0
gene-NUBP1,1208.4285714285713,243.0,1000.0
gene-TVP23A,304.2857142857143,123.42857142857143,403.2857142857143
gene-CIITA,795.1052631578947,120.10526315789474,196.1578947368421
gene-DEXI,383.0,24.0,185.0
gene-CLEC16A,220.4,5.0,708.45
gene-LOC107984859,0.8,0.0,0.4
gene-SOCS1,0.0,0.0,0.0
gene-TNP2,0.0,0.0,0.0
gene-PRM3,0.0,0.0,0.0
gene-PRM2,0.0,0.0,0.0
gene-PRM1,0.0,0.0,0.0
gene-RMI2,109.0,3.0,119.0
gene-LOC400499,5.318181818181818,5.590909090909091,4.454545454545454
gene-LITAF,5095.888888888889,743.7777777777778,3384.6666666666665
gene-SNN,196.0,42.0,284.3333333333333
gene-TXNDC11,105.875,1.0,913.375
gene-ZC3H7A,728.1666666666666,48.5,318.1666666666667
gene-RSL1D1,3865.0,241.0,3617.0
gene-GSPT1,2607.0,149.0,1189.0
gene-NPIPB2,9.222222222222221,0.7777777777777778,6.777777777777778
gene-TNFRSF17,0.0,0.0,0.0
gene-SNX29,45.2,12.8,94.2
gene-CPPED1,2.0,14.0,82.0
gene-SHISA9,12.75,4.25,9.0
gene-ERCC4,320.5,19.5,122.5
gene-MRTFB,499.125,26.041666666666668,104.95833333333333
gene-PARN,574.0,161.9090909090909,671.2727272727273
gene-BFAR,1080.0,21.0,465.3333333333333
gene-PLA2G10,0.0,0.2,0.0
gene-LOC105371095,0.0,0.0,0.0
gene-NPIPA3,9.928571428571429,0.0,4.285714285714286
gene-LOC100652777,15.0,0.0,5.5
gene-LOC105376747,0.0,0.0,0.0
gene-NPIPA2,15.25,3.0,6.375
gene-NOMO1,182.0,27.0,251.0
gene-NPIPA1,25.0,4.0,14.0
gene-PDXDC1,801.6086956521739,120.65217391304348,1103.9130434782608
gene-NTAN1,507.5,12.25,250.25
gene-RRN3,89.0,11.0,202.0
gene-NPIPA5,9.0,2.0,6.833333333333333
gene-MPV17L,3.3333333333333335,0.6666666666666666,0.6666666666666666
gene-BMERB1,18.0,7.5,133.5
gene-MARF1,46.23076923076923,4.0,19.0
gene-NDE1,253.2,49.333333333333336,76.46666666666667
gene-MYH11,101.0,1.6666666666666667,23.0
gene-CEP20,213.0,17.0,379.0
gene-ABCC1,182.9,3.4,42.3
gene-ABCC6,0.0,0.7,0.0
gene-NOMO3,142.0,19.0,289.0
gene-NPIPA7,14.583333333333334,2.6666666666666665,6.5
gene-XYLT1,18.0,16.666666666666668,5.0
gene-NPIPA8,17.0,6.0,7.0
gene-LOC102723728,104.0,10.0,93.0
gene-NOMO2,154.33333333333334,33.666666666666664,272.6666666666667
gene-RPS15A,2981.0,146.0,981.0
